file,true_label,pred_prob,pred_label
213.npy,1,5.456485041577253e-07,1
214.npy,1,5.456485041577253e-07,1
215.npy,1,4.460102047687542e-07,0
216.npy,1,6.052127332623058e-07,1
217.npy,1,4.087696936494467e-07,0
218.npy,1,6.632329814237892e-07,1
219.npy,1,6.328353947537835e-07,1
22.npy,0,2.537569230298687e-07,0
220.npy,1,4.510982876126946e-07,0
221.npy,1,7.310525802495249e-07,1
222.npy,1,5.344276701180206e-07,1
223.npy,1,9.02594024410064e-07,1
224.npy,1,9.946547834260857e-07,1
225.npy,1,9.04158923731302e-07,1
226.npy,1,9.632134378989576e-07,1
227.npy,1,4.641166242436157e-07,0
228.npy,1,5.086870942250243e-07,0
229.npy,1,5.351458867153269e-07,1
23.npy,1,1.5694976696067897e-07,0
230.npy,1,5.316618398865103e-07,1
231.npy,1,3.823964789262392e-07,0
232.npy,1,3.374310608705855e-07,0
233.npy,1,7.018184646767622e-07,1
234.npy,1,1.87738137924498e-07,0
235.npy,1,5.625524295282958e-07,1
236.npy,1,4.712709937848558e-07,0
237.npy,1,6.506722911581164e-07,1
238.npy,1,9.783717587197316e-07,1
239.npy,1,5.190281058276014e-07,0
24.npy,1,2.145494164551565e-07,0
240.npy,1,6.220285513336421e-07,1
241.npy,1,4.652461598197988e-07,0
242.npy,1,5.931236728429212e-07,1
243.npy,1,3.980222516020149e-07,0
244.npy,1,5.718309239455266e-07,1
245.npy,1,5.049294031778118e-07,0
246.npy,1,4.241062185883493e-07,0
247.npy,1,1.122101821238175e-06,1
248.npy,1,1.0898982054641235e-06,1
249.npy,1,1.3020282949582906e-06,1
25.npy,0,2.1312064291123534e-07,0
250.npy,1,8.816093668428948e-07,1
251.npy,0,7.64920002893632e-07,1
252.npy,0,9.547882200422464e-07,1
253.npy,0,7.26117661997705e-07,1
254.npy,0,1.159706016551354e-06,1
255.npy,0,6.742897653566615e-07,1
256.npy,0,8.863511880008446e-07,1
257.npy,0,9.300844112658524e-07,1
258.npy,0,6.641496952397574e-07,1
259.npy,0,1.0846749773918418e-06,1
26.npy,0,2.642197500790644e-07,0
260.npy,0,9.49896730162436e-07,1
261.npy,0,8.820020980238041e-07,1
262.npy,0,8.550354664293991e-07,1
263.npy,1,6.227156745808315e-07,1
264.npy,1,8.692903747942182e-07,1
265.npy,1,9.642517397878692e-07,1
266.npy,1,7.750559234409593e-07,1
267.npy,1,5.522682613445795e-07,1
268.npy,1,7.898636340541998e-07,1
269.npy,1,6.738059710187372e-07,1
27.npy,1,2.0064888417437035e-07,0
270.npy,1,8.001932769730047e-07,1
271.npy,1,8.443656724921311e-07,1
272.npy,1,6.532836778205819e-07,1
273.npy,1,8.098213584162295e-07,1
274.npy,1,7.805055588505638e-07,1
275.npy,1,8.686024557391647e-07,1
276.npy,1,7.005791644587589e-07,1
277.npy,1,7.623473265994107e-07,1
feature_001.npy,0,3.710489977493126e-07,0
feature_002.npy,0,2.905710516643012e-07,0
feature_003.npy,0,3.525472607179836e-07,0
feature_004.npy,0,4.720706954230991e-07,0
feature_005.npy,0,2.1082973944430705e-07,0
feature_006.npy,0,2.4767567197159224e-07,0
feature_007.npy,0,3.782906219385041e-07,0
feature_008.npy,0,3.775671757466626e-07,0
feature_009.npy,0,3.530340109136887e-07,0
feature_010.npy,0,4.4629993567468773e-07,0
feature_011.npy,0,2.703765460410068e-07,0
feature_012.npy,0,3.5602261050371453e-07,0
feature_013.npy,0,3.803208983299555e-07,0
feature_014.npy,0,3.57764577074704e-07,0
feature_015.npy,0,2.722893555073824e-07,0
feature_016.npy,0,4.069474073276069e-07,0
feature_017.npy,0,3.620053803388146e-07,0
feature_018.npy,0,4.626315899258771e-07,0
feature_019.npy,0,3.278303211118328e-07,0
feature_020.npy,0,2.7230527166466345e-07,0
feature_021.npy,0,4.805114031114499e-07,0
feature_022.npy,0,4.725788755877147e-07,0
feature_023.npy,0,2.743179265962681e-07,0
feature_024.npy,0,3.348711459238985e-07,0
feature_025.npy,0,3.927561351702025e-07,0
feature_026.npy,0,2.6762023708215565e-07,0
feature_027.npy,0,2.675324424217252e-07,0
feature_028.npy,0,3.4174382790297386e-07,0
feature_029.npy,0,3.096095895216422e-07,0
feature_030.npy,0,2.47311930934302e-07,0
feature_031.npy,0,3.85277644454618e-07,0
feature_032.npy,0,2.580613625013939e-07,0
feature_033.npy,0,3.2539040262236085e-07,0
feature_034.npy,0,3.1088609375729e-07,0
feature_035.npy,0,3.289487153779192e-07,0
feature_036.npy,0,3.61542504379031e-07,0
feature_037.npy,0,6.544532880070619e-07,1
feature_038.npy,0,3.138788713386021e-07,0
feature_039.npy,0,2.4413401433776016e-07,0
feature_040.npy,0,3.233527081647481e-07,0
feature_041.npy,0,4.592538402903301e-07,0
feature_042.npy,0,3.477550194475043e-07,0
feature_043.npy,0,3.232483436477196e-07,0
feature_044.npy,0,3.7299992072803445e-07,0
feature_045.npy,0,3.621010193910479e-07,0
feature_046.npy,0,3.279178883985878e-07,0
feature_047.npy,0,3.7736992908321554e-07,0
feature_048.npy,0,5.089096930532833e-07,0
feature_049.npy,0,5.482695542013971e-07,1
feature_050.npy,0,2.881154443912237e-07,0
feature_051.npy,0,3.53760810867243e-07,0
feature_052.npy,0,4.156120212428505e-07,0
feature_053.npy,0,2.693905116757378e-07,0
feature_054.npy,0,3.18395791509829e-07,0
feature_055.npy,0,2.358062829443952e-07,0
feature_056.npy,0,2.1984484988024638e-07,0
feature_057.npy,0,2.4897366301956936e-07,0
feature_058.npy,0,3.410074214116321e-07,0
feature_059.npy,0,4.700052613770822e-07,0
feature_060.npy,0,2.5843496587185655e-07,0
feature_061.npy,0,3.753388568839e-07,0
feature_062.npy,0,2.903245217567019e-07,0
feature_063.npy,0,4.782262976732454e-07,0
feature_064.npy,0,3.4096075296474737e-07,0
feature_065.npy,0,3.776740413741209e-07,0
feature_066.npy,0,4.837730784856831e-07,0
feature_067.npy,0,3.121025429209112e-07,0
feature_068.npy,0,3.855253964957228e-07,0
feature_069.npy,0,2.733998485382472e-07,0
feature_070.npy,0,3.9091941061997204e-07,0
feature_071.npy,0,4.092118501830555e-07,0
feature_072.npy,0,4.391409902382293e-07,0
feature_073.npy,0,2.5274948711739853e-07,0
feature_074.npy,0,4.5686590510740643e-07,0
feature_075.npy,0,3.139643354188593e-07,0
feature_076.npy,0,2.7654235168483865e-07,0
feature_077.npy,0,4.404459446050169e-07,0
feature_078.npy,0,5.971954806227586e-07,1
feature_079.npy,0,4.223939242820052e-07,0
feature_080.npy,0,2.5255468472096254e-07,0
feature_081.npy,0,3.290971335445647e-07,0
feature_082.npy,0,4.3081058720417786e-07,0
feature_083.npy,0,2.803404299811519e-07,0
feature_084.npy,0,3.747918526642025e-07,0
feature_085.npy,0,3.7402259067675924e-07,0
feature_086.npy,0,3.62043181212357e-07,0
feature_087.npy,0,2.3063583398652557e-07,0
feature_088.npy,0,3.346543167026539e-07,0
feature_089.npy,0,3.3051497894120985e-07,0
feature_090.npy,0,3.853524219721294e-07,0
feature_091.npy,0,3.949678557546577e-07,0
feature_092.npy,0,2.916801236096944e-07,0
feature_093.npy,0,3.081477473187988e-07,0
feature_094.npy,0,3.2396886240348977e-07,0
feature_095.npy,0,4.062158609485778e-07,0
feature_096.npy,0,2.8815389896408306e-07,0
feature_097.npy,0,4.575616685542627e-07,0
feature_098.npy,0,4.079630571141024e-07,0
feature_099.npy,0,3.012263221080502e-07,0
feature_100.npy,0,3.255766500842583e-07,0
feature_101.npy,0,2.8385670702846255e-07,0
feature_102.npy,0,4.740822987514548e-07,0
feature_103.npy,0,3.2368262736781617e-07,0
feature_104.npy,0,3.029340120974666e-07,0
feature_105.npy,0,4.864639890911349e-07,0
feature_106.npy,0,4.792555046151392e-07,0
feature_107.npy,0,3.523101668179152e-07,0
feature_108.npy,0,4.386368459563528e-07,0
feature_109.npy,0,3.069373235575768e-07,0
feature_110.npy,0,4.249004064149632e-07,0
feature_111.npy,0,4.400032196372194e-07,0
feature_112.npy,0,2.916908670158591e-07,0
feature_113.npy,0,4.73602767669945e-07,0
feature_114.npy,0,4.987452939531067e-07,0
feature_115.npy,0,2.74990554771648e-07,0
feature_116.npy,0,2.1784822479276045e-07,0
feature_117.npy,0,3.339995373607963e-07,0
feature_118.npy,0,4.618873390427325e-07,0
feature_119.npy,0,3.509341013341327e-07,0
feature_120.npy,0,2.808047270264069e-07,0
feature_121.npy,0,5.495907657859789e-07,1
feature_122.npy,0,2.9168995752115734e-07,0
feature_123.npy,0,4.110185898298369e-07,0
feature_124.npy,0,2.568551167314581e-07,0
feature_125.npy,0,2.476823794950178e-07,0
feature_126.npy,0,4.4127986598141433e-07,0
feature_127.npy,0,2.609077682791394e-07,0
feature_128.npy,0,3.665256826934638e-07,0
feature_129.npy,0,3.8812089542261685e-07,0
feature_130.npy,0,5.196424126552301e-07,0
feature_131.npy,0,4.5908447532383445e-07,0
feature_132.npy,0,4.453276858384925e-07,0
feature_133.npy,0,1.9603800183176645e-07,0
feature_134.npy,0,3.845912033284549e-07,0
feature_135.npy,0,3.59597379429033e-07,0
feature_136.npy,0,6.858774668216938e-07,1
feature_137.npy,0,5.812558470097429e-07,1
feature_138.npy,0,3.36813798185176e-07,0
feature_139.npy,0,2.1852014242540466e-07,0
feature_140.npy,0,3.703142681388272e-07,0
feature_141.npy,0,2.5333937969662657e-07,0
feature_142.npy,0,3.074188157370372e-07,0
feature_143.npy,0,4.0439488202537177e-07,0
feature_144.npy,0,3.914621800049645e-07,0
feature_145.npy,0,3.485508273115556e-07,0
feature_146.npy,0,2.630010271786887e-07,0
feature_147.npy,0,3.9851448718764004e-07,0
feature_148.npy,0,6.116729309724178e-07,1
feature_149.npy,0,4.4176766778036846e-07,0
feature_150.npy,0,3.061276743210329e-07,0
feature_151.npy,0,4.601279215421528e-07,0
feature_152.npy,0,2.459615302541352e-07,0
feature_153.npy,0,3.297312787253759e-07,0
feature_154.npy,0,4.235449750922271e-07,0
feature_155.npy,0,3.824052043910342e-07,0
feature_156.npy,0,2.336754789666884e-07,0
feature_157.npy,0,4.177109644842858e-07,0
feature_158.npy,0,4.051272526339744e-07,0
feature_159.npy,0,4.3336882527000853e-07,0
feature_160.npy,0,3.309880867163884e-07,0
feature_161.npy,0,3.9331763446170953e-07,0
feature_162.npy,0,2.992621261910245e-07,0
feature_163.npy,0,4.999456564291904e-07,0
feature_164.npy,0,2.6261980679009866e-07,0
feature_165.npy,0,3.662747474209027e-07,0
feature_166.npy,0,3.2762221735538333e-07,0
feature_167.npy,0,3.0828903163637733e-07,0
feature_168.npy,0,2.7015522618967225e-07,0
feature_169.npy,0,3.843749141196895e-07,0
feature_170.npy,0,4.342173269833438e-07,0
feature_171.npy,0,5.261704814074619e-07,0
feature_172.npy,0,2.6603873948261025e-07,0
feature_173.npy,0,2.48422907134227e-07,0
feature_174.npy,0,4.633840262613376e-07,0
feature_175.npy,0,4.936934487886901e-07,0
feature_176.npy,0,4.1823582819233707e-07,0
feature_177.npy,0,5.228336590334948e-07,0
feature_178.npy,0,4.566235816128028e-07,0
feature_179.npy,0,3.8066397678448993e-07,0
feature_180.npy,0,4.931019361720246e-07,0
feature_181.npy,0,3.8912693867132486e-07,0
feature_182.npy,0,3.460764617102541e-07,0
feature_183.npy,0,3.620974382556597e-07,0
feature_184.npy,0,3.354499540364486e-07,0
feature_185.npy,0,3.988948265032377e-07,0
feature_186.npy,0,3.188828259226284e-07,0
feature_187.npy,0,3.777075221478299e-07,0
feature_188.npy,0,2.5044531071216625e-07,0
feature_189.npy,0,3.372048809069384e-07,0
feature_190.npy,0,3.196978184405453e-07,0
feature_191.npy,0,3.298640081084159e-07,0
feature_192.npy,0,5.190300953472615e-07,0
feature_193.npy,0,4.349668074610236e-07,0
feature_194.npy,0,4.471111765269598e-07,0
feature_195.npy,0,3.064283760068065e-07,0
feature_196.npy,0,2.786524930797896e-07,0
feature_197.npy,0,4.581054326990852e-07,0
feature_198.npy,0,4.218720448534441e-07,0
feature_199.npy,0,4.3819829897984164e-07,0
feature_200.npy,0,2.214357550656132e-07,0
feature_201.npy,0,2.502520146663301e-07,0
feature_202.npy,0,2.835010377566505e-07,0
feature_203.npy,0,5.393676474341191e-07,1
feature_204.npy,0,3.476462779872236e-07,0
feature_205.npy,0,3.979561711275892e-07,0
feature_206.npy,0,3.303819653410756e-07,0
feature_207.npy,0,2.811996751006518e-07,0
feature_208.npy,0,4.6918978569010505e-07,0
feature_209.npy,0,3.7726255186498747e-07,0
feature_210.npy,0,3.437594671140687e-07,0
feature_211.npy,0,3.353488011725858e-07,0
feature_212.npy,0,4.6558201916013786e-07,0
feature_213.npy,0,3.894450628649793e-07,0
feature_214.npy,0,5.06111973663792e-07,0
feature_215.npy,0,3.671559625217924e-07,0
feature_216.npy,0,7.639222303623683e-07,1
feature_217.npy,0,3.358636604389176e-07,0
feature_218.npy,0,3.643956176802021e-07,0
feature_219.npy,0,3.407088797757752e-07,0
feature_220.npy,0,4.941808811054216e-07,0
feature_221.npy,0,5.031889145357127e-07,0
feature_222.npy,0,3.665460894808348e-07,0
feature_223.npy,0,2.809466366215929e-07,0
feature_224.npy,0,2.2270086219577934e-07,0
feature_225.npy,0,3.99429467279333e-07,0
feature_226.npy,0,3.599479896365665e-07,0
feature_227.npy,0,3.2871793109734426e-07,0
feature_228.npy,0,2.560461211942311e-07,0
feature_229.npy,0,4.3243505842838214e-07,0
feature_230.npy,0,2.9166631065891124e-07,0
feature_231.npy,0,4.545111949028069e-07,0
feature_232.npy,0,3.661885443762003e-07,0
feature_233.npy,0,3.5413023624641937e-07,0
feature_234.npy,0,2.6739849090517964e-07,0
feature_235.npy,0,4.176964125690575e-07,0
feature_236.npy,0,3.529871150931285e-07,0
feature_237.npy,0,3.694952397381712e-07,0
feature_238.npy,0,6.160443035696517e-07,1
feature_239.npy,0,2.7540721703189774e-07,0
feature_240.npy,0,3.827981061022001e-07,0
feature_241.npy,0,2.2101227159510017e-07,0
feature_242.npy,0,3.155111016894807e-07,0
feature_243.npy,0,3.7750379533463285e-07,0
feature_244.npy,0,2.0823969748562376e-07,0
feature_245.npy,0,2.680700106338918e-07,0
feature_246.npy,0,3.340475132063148e-07,0
feature_247.npy,0,3.621616997406818e-07,0
feature_248.npy,0,3.4016960626104265e-07,0
feature_249.npy,0,4.0975461956804793e-07,0
feature_250.npy,0,3.132105348413461e-07,0
feature_251.npy,0,3.802922776685591e-07,0
feature_252.npy,0,3.744505647773622e-07,0
feature_253.npy,0,3.960637400268752e-07,0
feature_254.npy,0,3.019308678631205e-07,0
feature_255.npy,0,4.093793677384383e-07,0
feature_256.npy,0,4.713858743343735e-07,0
feature_257.npy,0,2.388109976436681e-07,0
feature_258.npy,0,3.809554698364082e-07,0
feature_259.npy,0,4.689397599122458e-07,0
feature_260.npy,0,3.005331450367521e-07,0
feature_261.npy,0,5.303634225128917e-07,1
feature_262.npy,0,3.1886230544841965e-07,0
feature_263.npy,0,2.843936783847312e-07,0
feature_264.npy,0,4.388956256207166e-07,0
feature_265.npy,0,2.826373872721888e-07,0
feature_266.npy,0,3.961909555982857e-07,0
feature_267.npy,0,4.284320880287851e-07,0
feature_268.npy,0,2.9341532581383944e-07,0
feature_269.npy,0,4.449711923371069e-07,0
feature_270.npy,0,2.3577041474709406e-07,0
feature_271.npy,0,3.280769647062698e-07,0
feature_272.npy,0,3.9475969515478937e-07,0
feature_273.npy,0,3.86963051823841e-07,0
feature_274.npy,0,4.995507083549455e-07,0
feature_275.npy,0,2.30467804840373e-07,0
feature_276.npy,0,5.13164707172109e-07,0
feature_277.npy,0,2.781451371447474e-07,0
feature_278.npy,0,6.124677156549296e-07,1
feature_279.npy,0,4.6743917891944886e-07,0
feature_280.npy,0,5.018931688027806e-07,0
feature_281.npy,0,3.213235117982549e-07,0
feature_282.npy,0,3.790404718984064e-07,0
feature_283.npy,0,3.697344084230281e-07,0
feature_284.npy,0,7.72695614159602e-07,1
feature_285.npy,0,3.565407666883403e-07,0
feature_286.npy,0,3.336648148888344e-07,0
feature_287.npy,0,3.467233398168901e-07,0
feature_288.npy,0,3.082047328462068e-07,0
feature_289.npy,0,3.216998720745323e-07,0
feature_290.npy,0,2.8022816422890173e-07,0
feature_291.npy,0,2.524878937038011e-07,0
feature_292.npy,0,3.148174982925412e-07,0
feature_293.npy,0,4.541086582321441e-07,0
feature_294.npy,0,3.783446800298407e-07,0
feature_295.npy,0,3.220918074475776e-07,0
feature_296.npy,0,3.9032451581988425e-07,0
feature_297.npy,0,2.9867516104786773e-07,0
feature_298.npy,0,3.364015697115974e-07,0
feature_299.npy,0,2.6535875008448784e-07,0
feature_300.npy,0,2.5467642217336106e-07,0
feature_301.npy,0,2.7843896077683894e-07,0
feature_302.npy,0,2.869272179850668e-07,0
feature_303.npy,0,2.6892558935287525e-07,0
feature_304.npy,0,3.198777562829491e-07,0
feature_305.npy,0,2.370718732436217e-07,0
feature_306.npy,0,2.317471654578185e-07,0
feature_307.npy,0,5.148829131940147e-07,0
feature_308.npy,0,4.6458683300443226e-07,0
feature_309.npy,0,2.8915823691022524e-07,0
feature_310.npy,0,3.417101197555894e-07,0
feature_311.npy,0,2.474067173352523e-07,0
feature_312.npy,0,4.314913439884549e-07,0
feature_313.npy,0,2.914766810135916e-07,0
feature_314.npy,0,3.390687197679654e-07,0
feature_315.npy,0,4.314217392220599e-07,0
feature_316.npy,0,2.1255098658912175e-07,0
feature_317.npy,0,3.42281225584884e-07,0
feature_318.npy,0,3.533580752446142e-07,0
feature_319.npy,0,3.285867364866135e-07,0
feature_320.npy,0,2.986161575790902e-07,0
feature_321.npy,0,5.719258524550241e-07,1
feature_322.npy,0,3.597985767100909e-07,0
feature_323.npy,0,2.987025311540492e-07,0
feature_324.npy,0,2.530384790588869e-07,0
feature_325.npy,0,3.9150702946244564e-07,0
feature_326.npy,0,2.697443335364369e-07,0
feature_327.npy,0,5.555448296945542e-07,1
feature_328.npy,0,4.972233682565275e-07,0
feature_329.npy,0,3.152654812765832e-07,0
feature_330.npy,0,6.172143685034825e-07,1
feature_331.npy,0,3.854821102322603e-07,0
feature_332.npy,0,4.070742534167948e-07,0
feature_333.npy,0,3.152641170345305e-07,0
feature_334.npy,0,3.0718524612893816e-07,0
feature_335.npy,0,3.230074412385875e-07,0
feature_336.npy,0,4.530182877715561e-07,0
feature_337.npy,0,3.717337051512004e-07,0
feature_338.npy,0,3.8262538737399154e-07,0
feature_339.npy,0,2.626734101340844e-07,0
feature_340.npy,0,2.429700316497474e-07,0
feature_341.npy,0,4.393660333334992e-07,0
feature_342.npy,0,2.913338335019944e-07,0
feature_343.npy,0,2.856559717656637e-07,0
feature_344.npy,0,4.2816387235689046e-07,0
feature_345.npy,0,2.6287105470146344e-07,0
feature_346.npy,0,3.6682979498436907e-07,0
feature_347.npy,0,3.461554456407612e-07,0
feature_348.npy,0,2.740775357779057e-07,0
feature_349.npy,0,3.544285505086009e-07,0
feature_350.npy,0,2.8486630299084936e-07,0
feature_351.npy,0,4.022339794573782e-07,0
feature_352.npy,0,4.0482916574546834e-07,0
feature_353.npy,0,5.732096042265766e-07,1
feature_354.npy,0,2.6153776389037375e-07,0
feature_355.npy,0,4.247783067512501e-07,0
feature_356.npy,0,3.0729216859981534e-07,0
feature_357.npy,0,3.365913698871737e-07,0
feature_358.npy,0,3.519191977829905e-07,0
feature_359.npy,0,2.860685697214649e-07,0
feature_360.npy,0,4.421419248501479e-07,0
feature_361.npy,0,3.973120215050585e-07,0
feature_362.npy,0,2.1346045286918525e-07,0
feature_363.npy,0,2.4442351787001826e-07,0
feature_364.npy,0,3.113080140337843e-07,0
feature_365.npy,0,4.429029445418564e-07,0
feature_366.npy,0,4.752256757001305e-07,0
feature_367.npy,0,3.15131217121234e-07,0
feature_368.npy,0,3.3487975770185585e-07,0
feature_369.npy,0,4.474426305023371e-07,0
feature_370.npy,0,3.364443159625808e-07,0
feature_371.npy,0,6.809059414081275e-07,1
feature_372.npy,0,2.942041419373709e-07,0
feature_373.npy,0,5.969913559056295e-07,1
feature_374.npy,0,5.331281727194437e-07,1
feature_375.npy,0,4.011078829080361e-07,0
feature_376.npy,0,3.337853513585287e-07,0
feature_377.npy,0,3.572489504222176e-07,0
feature_378.npy,0,4.573382454964303e-07,0
feature_379.npy,0,4.82398490930791e-07,0
feature_380.npy,0,3.772964873860474e-07,0
feature_381.npy,0,3.077038286392053e-07,0
feature_382.npy,0,3.713416845130269e-07,0
feature_383.npy,0,2.810449757362221e-07,0
feature_384.npy,0,4.485915496843518e-07,0
feature_385.npy,0,6.160414613987086e-07,1
feature_386.npy,0,3.0974695164331933e-07,0
feature_387.npy,0,3.927016791749338e-07,0
feature_388.npy,0,2.059675239252101e-07,0
feature_389.npy,0,2.642172205469251e-07,0
feature_390.npy,0,4.005524658623472e-07,0
feature_391.npy,0,3.254670843944041e-07,0
feature_392.npy,0,3.84220754767739e-07,0
feature_393.npy,0,2.722279646150128e-07,0
feature_394.npy,0,5.965765126347833e-07,1
feature_395.npy,0,3.670446346859535e-07,0
feature_396.npy,0,2.783878016998642e-07,0
feature_397.npy,0,3.9775943605491193e-07,0
feature_398.npy,0,4.5431596618072955e-07,0
feature_399.npy,0,2.836664521055355e-07,0
feature_400.npy,0,3.2462401122757e-07,0
feature_401.npy,0,2.509352441393276e-07,0
feature_402.npy,0,2.959460516649415e-07,0
feature_403.npy,0,4.173667775830836e-07,0
feature_404.npy,0,2.182144385187712e-07,0
feature_405.npy,0,2.0016310031678586e-07,0
feature_406.npy,0,4.416284582475783e-07,0
feature_407.npy,0,3.372010155544558e-07,0
feature_408.npy,0,3.3784240827117173e-07,0
feature_409.npy,0,4.841718919124105e-07,0
feature_410.npy,0,4.657507020056073e-07,0
feature_411.npy,0,4.4969524992666265e-07,0
feature_412.npy,0,3.1778176889929455e-07,0
feature_413.npy,0,3.150798590922932e-07,0
feature_414.npy,0,4.366146129086701e-07,0
feature_415.npy,0,2.185014977840183e-07,0
feature_416.npy,0,6.835023782514327e-07,1
feature_417.npy,0,2.837742840711144e-07,0
feature_418.npy,0,4.693071673500526e-07,0
feature_419.npy,0,3.105179189333285e-07,0
feature_420.npy,0,2.0310525883360242e-07,0
feature_421.npy,0,4.32907995673304e-07,0
feature_422.npy,0,3.1369529551739106e-07,0
feature_423.npy,0,4.465586584956327e-07,0
feature_424.npy,0,4.359399099485018e-07,0
feature_425.npy,0,3.916045443475014e-07,0
feature_426.npy,0,3.635189216311119e-07,0
feature_427.npy,0,3.369454475432576e-07,0
feature_428.npy,0,3.001766231136571e-07,0
feature_429.npy,0,4.1749393631107523e-07,0
feature_430.npy,0,2.138884269697883e-07,0
feature_431.npy,0,3.7302032751540537e-07,0
feature_432.npy,0,6.532544603032875e-07,1
feature_433.npy,0,2.6634262439984013e-07,0
feature_434.npy,0,3.003301856097096e-07,0
feature_435.npy,0,4.797465180672589e-07,0
feature_436.npy,0,3.6825770166615257e-07,0
feature_437.npy,0,3.926215299543401e-07,0
feature_438.npy,0,3.404553012842371e-07,0
feature_439.npy,0,6.457348149524478e-07,1
feature_440.npy,0,3.226458034077951e-07,0
feature_441.npy,0,5.429811267276818e-07,1
feature_442.npy,0,3.602133915592276e-07,0
feature_443.npy,0,4.444995624908188e-07,0
feature_444.npy,0,3.579941960651923e-07,0
feature_445.npy,0,4.789801550941775e-07,0
feature_446.npy,0,2.61638547272014e-07,0
feature_447.npy,0,2.843228230631212e-07,0
feature_448.npy,0,4.2152137780249177e-07,0
feature_449.npy,0,3.7469567359949e-07,0
feature_450.npy,0,2.89156901089882e-07,0
feature_451.npy,0,3.463876510068076e-07,0
feature_452.npy,0,3.0595083444495685e-07,0
feature_453.npy,0,3.462400854914449e-07,0
feature_454.npy,0,2.824546641022607e-07,0
feature_455.npy,0,2.5588605012671906e-07,0
feature_456.npy,0,5.556591986533022e-07,1
feature_457.npy,0,5.074005002825288e-07,0
feature_458.npy,0,5.023775884183124e-07,0
feature_459.npy,0,3.620639859036601e-07,0
feature_460.npy,0,2.428283494282369e-07,0
feature_461.npy,0,3.92429626572266e-07,0
feature_462.npy,0,2.7421356207923964e-07,0
feature_463.npy,0,3.191877908648167e-07,0
feature_464.npy,0,5.120660944157862e-07,0
feature_465.npy,0,2.748697625065688e-07,0
feature_466.npy,0,3.03974019288944e-07,0
feature_467.npy,0,4.865376581619785e-07,0
feature_468.npy,0,3.167751856381074e-07,0
feature_469.npy,0,5.846796966579859e-07,1
feature_470.npy,0,2.935136080850498e-07,0
feature_471.npy,0,3.358621256666084e-07,0
feature_472.npy,0,3.030802986359049e-07,0
feature_473.npy,0,3.059465711885423e-07,0
feature_474.npy,0,3.65126084034273e-07,0
feature_475.npy,0,4.198941212507634e-07,0
feature_476.npy,0,3.755099271529616e-07,0
feature_477.npy,0,3.714615672834043e-07,0
feature_478.npy,0,5.959773261565715e-07,1
feature_479.npy,0,3.105226369370939e-07,0
feature_480.npy,0,3.433216591020028e-07,0
feature_481.npy,0,2.688942402073735e-07,0
feature_482.npy,0,1.9648331317512202e-07,0
feature_483.npy,0,5.612489530903986e-07,1
feature_484.npy,0,4.185769171272114e-07,0
feature_485.npy,0,3.559823653631611e-07,0
feature_486.npy,0,4.271098532626638e-07,0
feature_487.npy,0,2.524497517697455e-07,0
feature_488.npy,0,4.964944650964753e-07,0
feature_489.npy,0,3.650495727924863e-07,0
feature_490.npy,0,2.005833437124238e-07,0
feature_491.npy,0,3.911260364475311e-07,0
feature_492.npy,0,4.3447732878121325e-07,0
feature_493.npy,0,4.020628807666071e-07,0
feature_494.npy,0,2.8682498509624565e-07,0
feature_495.npy,0,4.658571697291336e-07,0
feature_496.npy,0,4.462028755369829e-07,0
feature_497.npy,0,3.7925121887383284e-07,0
feature_498.npy,0,3.7796314700244693e-07,0
feature_499.npy,0,3.756188107217895e-07,0
feature_500.npy,0,3.4708460816546e-07,0
feature_501.npy,0,3.645362767201732e-07,0
feature_502.npy,0,3.316050083412847e-07,0
feature_503.npy,0,3.0402279094232654e-07,0
feature_504.npy,0,2.599801405267499e-07,0
feature_505.npy,0,3.1229308206093265e-07,0
feature_506.npy,0,2.735232840223034e-07,0
feature_507.npy,0,4.088498997134593e-07,0
feature_508.npy,0,2.9872154527765815e-07,0
feature_509.npy,0,3.9965138398656563e-07,0
feature_510.npy,0,3.721876566942228e-07,0
feature_511.npy,0,3.136240422918491e-07,0
feature_512.npy,0,4.894613994110841e-07,0
feature_513.npy,0,3.895474378623476e-07,0
feature_514.npy,0,2.518470978429832e-07,0
feature_515.npy,0,5.802330633741803e-07,1
feature_516.npy,0,5.656607982018613e-07,1
feature_517.npy,0,2.0964344571439145e-07,0
feature_518.npy,0,3.677059510209802e-07,0
feature_519.npy,0,4.25712300966552e-07,0
feature_520.npy,0,3.616916899318312e-07,0
feature_521.npy,0,2.228163396011951e-07,0
feature_522.npy,0,3.330651452415623e-07,0
feature_523.npy,0,2.3403450200021325e-07,0
feature_524.npy,0,3.504408709886775e-07,0
feature_525.npy,0,3.012219735865074e-07,0
feature_526.npy,0,3.523415159634169e-07,0
feature_527.npy,0,3.0964224606577773e-07,0
feature_528.npy,0,3.957914316288225e-07,0
feature_529.npy,0,5.421336481958861e-07,1
feature_530.npy,0,5.917597150073561e-07,1
feature_531.npy,0,4.211893269712164e-07,0
feature_532.npy,0,3.0334422262967564e-07,0
feature_533.npy,0,2.440988282614853e-07,0
feature_534.npy,0,4.220108564823022e-07,0
feature_535.npy,0,3.819227458734531e-07,0
feature_536.npy,0,4.695268103205308e-07,0
feature_537.npy,0,3.885790533786349e-07,0
feature_538.npy,0,2.983841795867193e-07,0
feature_539.npy,0,3.318320693779242e-07,0
feature_540.npy,0,3.138697479698749e-07,0
